"Start Time","End Time","Duration"
"February 27, 2018 at 08:35AM","February 27, 2018 at 08:38AM",133
"February 27, 2018 at 11:50AM","February 27, 2018 at 11:57AM",402
"February 27, 2018 at 01:25PM","February 27, 2018 at 01:36PM",627
"February 27, 2018 at 03:03PM","February 27, 2018 at 03:11PM",523
"February 28, 2018 at 04:25AM","February 28, 2018 at 04:35AM",586
"February 28, 2018 at 06:01AM","February 28, 2018 at 06:11AM",605
"February 28, 2018 at 07:41AM","February 28, 2018 at 07:46AM",316
"February 28, 2018 at 10:59AM","February 28, 2018 at 11:03AM",271
"February 28, 2018 at 12:33PM","February 28, 2018 at 12:43PM",590
"February 28, 2018 at 02:10PM","February 28, 2018 at 02:20PM",601
"March 01, 2018 at 03:34AM","March 01, 2018 at 03:42AM",490
"March 01, 2018 at 05:09AM","March 01, 2018 at 05:19AM",635
"March 01, 2018 at 06:47AM","March 01, 2018 at 06:55AM",436
"March 01, 2018 at 11:42AM","March 01, 2018 at 11:50AM",528
"March 01, 2018 at 01:17PM","March 01, 2018 at 01:28PM",634
"March 01, 2018 at 02:56PM","March 01, 2018 at 03:01PM",252
"March 02, 2018 at 04:16AM","March 02, 2018 at 04:27AM",637
"March 02, 2018 at 05:54AM","March 02, 2018 at 06:03AM",525
"March 02, 2018 at 10:50AM","March 02, 2018 at 10:57AM",440
"March 02, 2018 at 12:25PM","March 02, 2018 at 12:36PM",634
"March 02, 2018 at 02:02PM","March 02, 2018 at 02:10PM",479
"March 03, 2018 at 03:25AM","March 03, 2018 at 03:35AM",607
"March 03, 2018 at 05:01AM","March 03, 2018 at 05:11AM",589
"March 03, 2018 at 06:41AM","March 03, 2018 at 06:46AM",264
"March 03, 2018 at 09:58AM","March 03, 2018 at 10:03AM",323
"March 03, 2018 at 11:33AM","March 03, 2018 at 11:43AM",606
"March 03, 2018 at 01:10PM","March 03, 2018 at 01:19PM",580
"March 04, 2018 at 02:33AM","March 04, 2018 at 02:42AM",532
"March 04, 2018 at 04:08AM","March 04, 2018 at 04:19AM",628
"March 04, 2018 at 05:48AM","March 04, 2018 at 05:54AM",398
"March 04, 2018 at 09:07AM","March 04, 2018 at 09:09AM",147
"March 04, 2018 at 10:41AM","March 04, 2018 at 10:50AM",553
"March 04, 2018 at 12:17PM","March 04, 2018 at 12:27PM",627
"March 05, 2018 at 03:16AM","March 05, 2018 at 03:27AM",640
"March 05, 2018 at 04:54AM","March 05, 2018 at 05:02AM",497
"March 05, 2018 at 09:49AM","March 05, 2018 at 09:57AM",474
"March 05, 2018 at 11:25AM","March 05, 2018 at 11:35AM",637
"March 05, 2018 at 01:03PM","March 05, 2018 at 01:10PM",422
"March 06, 2018 at 02:24AM","March 06, 2018 at 02:34AM",622
"March 06, 2018 at 04:01AM","March 06, 2018 at 04:11AM",570
"March 06, 2018 at 05:42AM","March 06, 2018 at 05:45AM",203
"March 06, 2018 at 08:57AM","March 06, 2018 at 09:04AM",369
"March 06, 2018 at 10:33AM","March 06, 2018 at 10:43AM",619
"March 06, 2018 at 12:09PM","March 06, 2018 at 12:19PM",552
"March 07, 2018 at 01:32AM","March 07, 2018 at 01:42AM",565
"March 07, 2018 at 03:08AM","March 07, 2018 at 03:18AM",617
"March 07, 2018 at 04:48AM","March 07, 2018 at 04:54AM",357
"March 07, 2018 at 08:06AM","March 07, 2018 at 08:10AM",222
"March 07, 2018 at 09:41AM","March 07, 2018 at 09:50AM",574
"March 07, 2018 at 11:17AM","March 07, 2018 at 11:27AM",615
"March 08, 2018 at 12:41AM","March 08, 2018 at 12:49AM",446
"March 08, 2018 at 02:16AM","March 08, 2018 at 02:26AM",639
"March 08, 2018 at 03:54AM","March 08, 2018 at 04:02AM",466
"March 08, 2018 at 08:49AM","March 08, 2018 at 08:57AM",505
"March 08, 2018 at 10:24AM","March 08, 2018 at 10:35AM",637
"March 08, 2018 at 12:03PM","March 08, 2018 at 12:08PM",345
"March 08, 2018 at 11:52PM","March 08, 2018 at 11:54PM",135
"March 09, 2018 at 01:23AM","March 09, 2018 at 01:34AM",633
"March 09, 2018 at 03:01AM","March 09, 2018 at 03:10AM",548
"March 09, 2018 at 04:42AM","March 09, 2018 at 04:44AM",121
"March 09, 2018 at 07:57AM","March 09, 2018 at 08:04AM",409
"March 09, 2018 at 09:32AM","March 09, 2018 at 09:43AM",629
"March 09, 2018 at 11:09AM","March 09, 2018 at 11:18AM",517
"March 10, 2018 at 12:32AM","March 10, 2018 at 12:41AM",591
"March 10, 2018 at 02:08AM","March 10, 2018 at 02:18AM",604
"March 10, 2018 at 03:48AM","March 10, 2018 at 03:53AM",311
"March 10, 2018 at 07:05AM","March 10, 2018 at 07:10AM",281
"March 10, 2018 at 08:40AM","March 10, 2018 at 08:50AM",593
"March 10, 2018 at 10:16AM","March 10, 2018 at 10:26AM",599
"March 10, 2018 at 11:40PM","March 10, 2018 at 11:49PM",498
"March 11, 2018 at 01:15AM","March 11, 2018 at 01:26AM",635
"March 11, 2018 at 02:54AM","March 11, 2018 at 03:01AM",432
"March 11, 2018 at 07:48AM","March 11, 2018 at 07:57AM",532
"March 11, 2018 at 09:24AM","March 11, 2018 at 09:34AM",634
"March 11, 2018 at 11:03AM","March 11, 2018 at 11:07AM",230
"March 11, 2018 at 10:50PM","March 11, 2018 at 10:55PM",299
"March 12, 2018 at 12:23AM","March 12, 2018 at 12:34AM",639
"March 12, 2018 at 02:01AM","March 12, 2018 at 02:09AM",522
"March 12, 2018 at 06:56AM","March 12, 2018 at 07:04AM",446
"March 12, 2018 at 08:32AM","March 12, 2018 at 08:42AM",635
"March 12, 2018 at 10:09AM","March 12, 2018 at 10:17AM",471
"March 12, 2018 at 11:31PM","March 12, 2018 at 11:41PM",610
"March 13, 2018 at 01:08AM","March 13, 2018 at 01:17AM",587
"March 13, 2018 at 02:48AM","March 13, 2018 at 02:52AM",258
"March 13, 2018 at 06:04AM","March 13, 2018 at 06:10AM",331
"March 13, 2018 at 07:39AM","March 13, 2018 at 07:50AM",608
"March 13, 2018 at 09:16AM","March 13, 2018 at 09:26AM",577
"March 13, 2018 at 10:39PM","March 13, 2018 at 10:48PM",538
"March 14, 2018 at 12:15AM","March 14, 2018 at 12:25AM",627
"March 14, 2018 at 01:54AM","March 14, 2018 at 02:01AM",394
"March 14, 2018 at 05:13AM","March 14, 2018 at 05:16AM",162
"March 14, 2018 at 06:47AM","March 14, 2018 at 06:57AM",556
"March 14, 2018 at 08:23AM","March 14, 2018 at 08:34AM",626
"March 14, 2018 at 09:49PM","March 14, 2018 at 09:55PM",389
"March 14, 2018 at 11:22PM","March 14, 2018 at 11:33PM",641
"March 15, 2018 at 01:01AM","March 15, 2018 at 01:09AM",494
"March 15, 2018 at 05:55AM","March 15, 2018 at 06:03AM",479
"March 15, 2018 at 07:31AM","March 15, 2018 at 07:42AM",638
"March 15, 2018 at 09:09AM","March 15, 2018 at 09:16AM",414
"March 15, 2018 at 10:30PM","March 15, 2018 at 10:41PM",624
"March 16, 2018 at 12:07AM","March 16, 2018 at 12:17AM",567
"March 16, 2018 at 01:48AM","March 16, 2018 at 01:51AM",196
"March 16, 2018 at 05:04AM","March 16, 2018 at 05:10AM",375
"March 16, 2018 at 06:39AM","March 16, 2018 at 06:49AM",621
"March 16, 2018 at 08:16AM","March 16, 2018 at 08:25AM",549
"March 16, 2018 at 09:39PM","March 16, 2018 at 09:48PM",568
"March 16, 2018 at 11:15PM","March 16, 2018 at 11:25PM",616
"March 17, 2018 at 12:54AM","March 17, 2018 at 01:00AM",352
"March 17, 2018 at 04:12AM","March 17, 2018 at 04:16AM",232
"March 17, 2018 at 05:47AM","March 17, 2018 at 05:56AM",578
"March 17, 2018 at 07:23AM","March 17, 2018 at 07:33AM",614
"March 17, 2018 at 08:47PM","March 17, 2018 at 08:55PM",453
"March 17, 2018 at 10:22PM","March 17, 2018 at 10:33PM",639
"March 18, 2018 at 12:00AM","March 18, 2018 at 12:08AM",462
"March 18, 2018 at 04:55AM","March 18, 2018 at 05:03AM",509
"March 18, 2018 at 06:31AM","March 18, 2018 at 06:41AM",638
"March 18, 2018 at 08:09AM","March 18, 2018 at 08:15AM",336
"March 18, 2018 at 07:58PM","March 18, 2018 at 08:01PM",162
"March 18, 2018 at 09:30PM","March 18, 2018 at 09:40PM",633
"March 18, 2018 at 11:07PM","March 18, 2018 at 11:16PM",545
"March 19, 2018 at 12:49AM","March 19, 2018 at 12:50AM",110
"March 19, 2018 at 04:03AM","March 19, 2018 at 04:10AM",415
"March 19, 2018 at 05:38AM","March 19, 2018 at 05:49AM",630
"March 19, 2018 at 07:15AM","March 19, 2018 at 07:24AM",513
"March 19, 2018 at 08:38PM","March 19, 2018 at 08:48PM",593
"March 19, 2018 at 10:14PM","March 19, 2018 at 10:24PM",602
"March 19, 2018 at 11:54PM","March 19, 2018 at 11:59PM",305
"March 20, 2018 at 03:11AM","March 20, 2018 at 03:16AM",288
"March 20, 2018 at 04:46AM","March 20, 2018 at 04:56AM",596
"March 20, 2018 at 06:23AM","March 20, 2018 at 06:33AM",597
"March 20, 2018 at 07:46PM","March 20, 2018 at 07:55PM",502
"March 20, 2018 at 09:21PM","March 20, 2018 at 09:32PM",634
"March 20, 2018 at 11:00PM","March 20, 2018 at 11:07PM",428
"March 21, 2018 at 02:20AM","March 21, 2018 at 02:21AM",63
"March 21, 2018 at 03:54AM","March 21, 2018 at 04:03AM",536
"March 21, 2018 at 05:30AM","March 21, 2018 at 05:41AM",634
"March 21, 2018 at 07:09AM","March 21, 2018 at 07:13AM",216
"March 21, 2018 at 06:56PM","March 21, 2018 at 07:01PM",308
"March 21, 2018 at 08:29PM","March 21, 2018 at 08:40PM",639
"March 21, 2018 at 10:07PM","March 21, 2018 at 10:15PM",519
"March 22, 2018 at 03:02AM","March 22, 2018 at 03:10AM",451
"March 22, 2018 at 04:38AM","March 22, 2018 at 04:48AM",636
"March 22, 2018 at 06:15AM","March 22, 2018 at 06:23AM",467
"March 22, 2018 at 07:37PM","March 22, 2018 at 07:47PM",611
"March 22, 2018 at 09:14PM","March 22, 2018 at 09:23PM",585
"March 22, 2018 at 10:54PM","March 22, 2018 at 10:58PM",253
"March 23, 2018 at 02:10AM","March 23, 2018 at 02:16AM",337
"March 23, 2018 at 03:45AM","March 23, 2018 at 03:56AM",611
"March 23, 2018 at 05:22AM","March 23, 2018 at 05:32AM",575
"March 23, 2018 at 06:45PM","March 23, 2018 at 06:54PM",541
"March 23, 2018 at 08:21PM","March 23, 2018 at 08:31PM",626
"March 23, 2018 at 10:00PM","March 23, 2018 at 10:07PM",390
"March 24, 2018 at 01:19AM","March 24, 2018 at 01:22AM",172
"March 24, 2018 at 02:53AM","March 24, 2018 at 03:03AM",559
"March 24, 2018 at 04:29AM","March 24, 2018 at 04:40AM",626
"March 24, 2018 at 05:55PM","March 24, 2018 at 06:01PM",395
"March 24, 2018 at 07:28PM","March 24, 2018 at 07:39PM",640
"March 24, 2018 at 09:07PM","March 24, 2018 at 09:15PM",491
"March 25, 2018 at 02:01AM","March 25, 2018 at 02:09AM",483
"March 25, 2018 at 03:37AM","March 25, 2018 at 03:48AM",639
"March 25, 2018 at 05:15AM","March 25, 2018 at 05:22AM",409
"March 25, 2018 at 06:36PM","March 25, 2018 at 06:47PM",625
"March 25, 2018 at 08:13PM","March 25, 2018 at 08:23PM",565
"March 25, 2018 at 09:54PM","March 25, 2018 at 09:57PM",190
"March 26, 2018 at 01:10AM","March 26, 2018 at 01:16AM",380
"March 26, 2018 at 02:45AM","March 26, 2018 at 02:55AM",623
"March 26, 2018 at 04:22AM","March 26, 2018 at 04:31AM",547
"March 26, 2018 at 05:44PM","March 26, 2018 at 05:54PM",571
"March 26, 2018 at 07:20PM","March 26, 2018 at 07:31PM",615
"March 26, 2018 at 09:00PM","March 26, 2018 at 09:06PM",348
"March 27, 2018 at 12:18AM","March 27, 2018 at 12:22AM",239
"March 27, 2018 at 01:53AM","March 27, 2018 at 02:02AM",580
"March 27, 2018 at 03:29AM","March 27, 2018 at 03:39AM",614
"March 27, 2018 at 04:53PM","March 27, 2018 at 05:01PM",457
"March 27, 2018 at 06:28PM","March 27, 2018 at 06:38PM",639
"March 27, 2018 at 08:06PM","March 27, 2018 at 08:14PM",460
"March 28, 2018 at 01:01AM","March 28, 2018 at 01:09AM",512
"March 28, 2018 at 02:36AM","March 28, 2018 at 02:47AM",638
"March 28, 2018 at 04:15AM","March 28, 2018 at 04:20AM",329
"March 28, 2018 at 05:35PM","March 28, 2018 at 05:46PM",634
"March 28, 2018 at 07:13PM","March 28, 2018 at 07:22PM",543
"March 28, 2018 at 08:54PM","March 28, 2018 at 08:56PM",102
"March 29, 2018 at 12:09AM","March 29, 2018 at 12:16AM",419
"March 29, 2018 at 01:44AM","March 29, 2018 at 01:55AM",631
"March 29, 2018 at 03:21AM","March 29, 2018 at 03:30AM",510
"March 29, 2018 at 04:44PM","March 29, 2018 at 04:53PM",594
"March 29, 2018 at 06:20PM","March 29, 2018 at 06:30PM",601
"March 29, 2018 at 08:00PM","March 29, 2018 at 08:05PM",302
"March 29, 2018 at 11:17PM","March 29, 2018 at 11:22PM",293
"March 30, 2018 at 12:52AM","March 30, 2018 at 01:02AM",597
"March 30, 2018 at 02:28AM","March 30, 2018 at 02:38AM",596
"March 30, 2018 at 03:52PM","March 30, 2018 at 04:00PM",505
"March 30, 2018 at 05:27PM","March 30, 2018 at 05:38PM",633
"March 30, 2018 at 07:06PM","March 30, 2018 at 07:13PM",425
"March 30, 2018 at 10:26PM","March 30, 2018 at 10:27PM",79
"March 31, 2018 at 12:00AM","March 31, 2018 at 12:09AM",538
"March 31, 2018 at 03:18AM","March 31, 2018 at 03:21AM",166
"March 31, 2018 at 04:37PM","March 31, 2018 at 04:48PM",639
"March 31, 2018 at 06:15PM","March 31, 2018 at 06:24PM",511
"March 31, 2018 at 11:10PM","March 31, 2018 at 11:18PM",462
"April 01, 2018 at 12:46AM","April 01, 2018 at 12:56AM",639
"April 01, 2018 at 02:23AM","April 01, 2018 at 02:31AM",453
"April 01, 2018 at 03:45PM","April 01, 2018 at 03:55PM",615
"April 01, 2018 at 05:22PM","April 01, 2018 at 05:32PM",579
"April 01, 2018 at 07:02PM","April 01, 2018 at 07:06PM",235
"April 01, 2018 at 10:18PM","April 01, 2018 at 10:24PM",352
"April 01, 2018 at 11:54PM","April 02, 2018 at 12:04AM",616
"April 02, 2018 at 01:30AM","April 02, 2018 at 01:40AM",568
"April 02, 2018 at 02:54PM","April 02, 2018 at 03:03PM",550
"April 02, 2018 at 04:29PM","April 02, 2018 at 04:40PM",622
"April 02, 2018 at 06:08PM","April 02, 2018 at 06:15PM",377
"April 02, 2018 at 09:27PM","April 02, 2018 at 09:30PM",196
"April 02, 2018 at 11:02PM","April 02, 2018 at 11:11PM",567
"April 03, 2018 at 12:38AM","April 03, 2018 at 12:48AM",624
"April 03, 2018 at 03:37PM","April 03, 2018 at 03:47PM",640
"April 03, 2018 at 05:15PM","April 03, 2018 at 05:23PM",481
"April 03, 2018 at 10:10PM","April 03, 2018 at 10:18PM",494
"April 03, 2018 at 11:45PM","April 03, 2018 at 11:56PM",640
"April 04, 2018 at 01:23AM","April 04, 2018 at 01:30AM",388
"April 04, 2018 at 02:45PM","April 04, 2018 at 02:55PM",627
"April 04, 2018 at 04:22PM","April 04, 2018 at 04:31PM",558
"April 04, 2018 at 06:03PM","April 04, 2018 at 06:05PM",166
"April 04, 2018 at 09:18PM","April 04, 2018 at 09:24PM",394
"April 04, 2018 at 10:53PM","April 04, 2018 at 11:04PM",627
"April 05, 2018 at 12:30AM","April 05, 2018 at 12:39AM",537
"April 05, 2018 at 01:53PM","April 05, 2018 at 02:02PM",578
"April 05, 2018 at 03:29PM","April 05, 2018 at 03:39PM",610
"April 05, 2018 at 05:08PM","April 05, 2018 at 05:14PM",333
"April 05, 2018 at 08:26PM","April 05, 2018 at 08:30PM",258
"April 05, 2018 at 10:01PM","April 05, 2018 at 10:11PM",587
"April 05, 2018 at 11:37PM","April 05, 2018 at 11:47PM",610
"April 06, 2018 at 02:36PM","April 06, 2018 at 02:47PM",636
"April 06, 2018 at 04:15PM","April 06, 2018 at 04:22PM",448
"April 06, 2018 at 09:09PM","April 06, 2018 at 09:18PM",522
"April 06, 2018 at 10:45PM","April 06, 2018 at 10:55PM",638
"April 07, 2018 at 12:23AM","April 07, 2018 at 12:28AM",297
"April 07, 2018 at 12:11PM","April 07, 2018 at 12:15PM",232
"April 07, 2018 at 01:44PM","April 07, 2018 at 01:54PM",635
"April 07, 2018 at 03:21PM","April 07, 2018 at 03:30PM",534
"April 07, 2018 at 08:17PM","April 07, 2018 at 08:24PM",431
"April 07, 2018 at 09:52PM","April 07, 2018 at 10:03PM",634
"April 07, 2018 at 11:30PM","April 07, 2018 at 11:38PM",497
"April 08, 2018 at 12:52PM","April 08, 2018 at 01:02PM",600
"April 08, 2018 at 02:28PM","April 08, 2018 at 02:38PM",594
"April 08, 2018 at 04:08PM","April 08, 2018 at 04:13PM",284
"April 08, 2018 at 07:25PM","April 08, 2018 at 07:30PM",310
"April 08, 2018 at 09:00PM","April 08, 2018 at 09:10PM",603
"April 08, 2018 at 10:37PM","April 08, 2018 at 10:47PM",590
"April 09, 2018 at 12:00PM","April 09, 2018 at 12:09PM",517
"April 09, 2018 at 01:36PM","April 09, 2018 at 01:46PM",630
"April 09, 2018 at 03:15PM","April 09, 2018 at 03:21PM",412
"April 09, 2018 at 06:34PM","April 09, 2018 at 06:36PM",120
"April 09, 2018 at 08:08PM","April 09, 2018 at 08:17PM",547
"April 09, 2018 at 09:44PM","April 09, 2018 at 09:55PM",632
"April 09, 2018 at 11:24PM","April 09, 2018 at 11:26PM",138
"April 10, 2018 at 12:43PM","April 10, 2018 at 12:54PM",639
"April 10, 2018 at 02:21PM","April 10, 2018 at 02:30PM",507
"April 10, 2018 at 07:16PM","April 10, 2018 at 07:24PM",465
"April 10, 2018 at 08:52PM","April 10, 2018 at 09:02PM",639
"April 10, 2018 at 10:29PM","April 10, 2018 at 10:37PM",447
"April 11, 2018 at 11:51AM","April 11, 2018 at 12:01PM",616
"April 11, 2018 at 01:28PM","April 11, 2018 at 01:37PM",576
"April 11, 2018 at 03:08PM","April 11, 2018 at 03:12PM",227
"April 11, 2018 at 06:24PM","April 11, 2018 at 06:30PM",355
"April 11, 2018 at 07:59PM","April 11, 2018 at 08:10PM",617
"April 11, 2018 at 09:36PM","April 11, 2018 at 09:46PM",566
"April 12, 2018 at 10:59AM","April 12, 2018 at 11:09AM",552
"April 12, 2018 at 12:35PM","April 12, 2018 at 12:45PM",620
"April 12, 2018 at 02:14PM","April 12, 2018 at 02:21PM",372
"April 12, 2018 at 05:33PM","April 12, 2018 at 05:36PM",201
"April 12, 2018 at 07:07PM","April 12, 2018 at 07:17PM",569
"April 12, 2018 at 08:43PM","April 12, 2018 at 08:54PM",623
"April 13, 2018 at 10:08AM","April 13, 2018 at 10:15AM",419
"April 13, 2018 at 11:42AM","April 13, 2018 at 11:53AM",639
"April 13, 2018 at 01:21PM","April 13, 2018 at 01:29PM",478
"April 13, 2018 at 06:15PM","April 13, 2018 at 06:24PM",495
"April 13, 2018 at 07:51PM","April 13, 2018 at 08:02PM",640
"April 13, 2018 at 09:29PM","April 13, 2018 at 09:35PM",382
"April 14, 2018 at 10:50AM","April 14, 2018 at 11:01AM",627
"April 14, 2018 at 12:27PM","April 14, 2018 at 12:37PM",555
"April 14, 2018 at 02:08PM","April 14, 2018 at 02:11PM",158
"April 14, 2018 at 05:23PM","April 14, 2018 at 05:30PM",395
"April 14, 2018 at 06:59PM","April 14, 2018 at 07:09PM",627
"April 14, 2018 at 08:36PM","April 14, 2018 at 08:44PM",535
"April 15, 2018 at 09:58AM","April 15, 2018 at 10:08AM",578
"April 15, 2018 at 11:34AM","April 15, 2018 at 11:44AM",608
"April 15, 2018 at 01:14PM","April 15, 2018 at 01:19PM",329
"April 15, 2018 at 04:32PM","April 15, 2018 at 04:36PM",260
"April 15, 2018 at 06:06PM","April 15, 2018 at 06:16PM",587
"April 15, 2018 at 07:43PM","April 15, 2018 at 07:53PM",608
"April 16, 2018 at 10:42AM","April 16, 2018 at 10:53AM",635
"April 16, 2018 at 12:21PM","April 16, 2018 at 12:29PM",442
"April 16, 2018 at 05:15PM","April 16, 2018 at 05:24PM",525
"April 16, 2018 at 06:51PM","April 16, 2018 at 07:02PM",638
"April 16, 2018 at 08:30PM","April 16, 2018 at 08:35PM",284
"April 17, 2018 at 08:18AM","April 17, 2018 at 08:22AM",247
"April 17, 2018 at 09:50AM","April 17, 2018 at 10:01AM",635
"April 17, 2018 at 11:28AM","April 17, 2018 at 11:37AM",530
"April 17, 2018 at 04:23PM","April 17, 2018 at 04:31PM",435
"April 17, 2018 at 05:59PM","April 17, 2018 at 06:09PM",635
"April 17, 2018 at 07:36PM","April 17, 2018 at 07:44PM",492
"April 18, 2018 at 08:58AM","April 18, 2018 at 09:08AM",601
"April 18, 2018 at 10:35AM","April 18, 2018 at 10:45AM",591
"April 18, 2018 at 12:15PM","April 18, 2018 at 12:19PM",275
"April 18, 2018 at 03:32PM","April 18, 2018 at 03:37PM",315
"April 18, 2018 at 05:07PM","April 18, 2018 at 05:17PM",605
"April 18, 2018 at 06:43PM","April 18, 2018 at 06:53PM",588
"April 19, 2018 at 09:42AM","April 19, 2018 at 09:52AM",628
"April 19, 2018 at 11:21AM","April 19, 2018 at 11:28AM",406
"April 19, 2018 at 02:40PM","April 19, 2018 at 02:42PM",129
"April 19, 2018 at 04:14PM","April 19, 2018 at 04:24PM",549
"April 19, 2018 at 05:50PM","April 19, 2018 at 06:01PM",631
"April 19, 2018 at 07:31PM","April 19, 2018 at 07:32PM",102
"April 20, 2018 at 07:16AM","April 20, 2018 at 07:22AM",354
"April 20, 2018 at 08:49AM","April 20, 2018 at 09:00AM",638
"April 20, 2018 at 10:27AM","April 20, 2018 at 10:36AM",502
"April 20, 2018 at 03:22PM","April 20, 2018 at 03:30PM",468
